document: titleLevel2,hit text: lemma,hit text: word,hit text: pos_full,count,numberOfDocs,subcorpusSize.documents,subcorpusSize.numberOfTokens
Algemeen Dagblad,nieuwsgierigheid,nieuwsgierigheid,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,schrijven,schreven,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,76,38378
Het Parool,megafoon,megafoons,nou-c(number=pl),1,1,36,22852
NRC,asiel-kind,asiel-kinderen,nou-c(number=pl),1,1,76,38378
Het Parool,of,of,adv(),1,1,36,22852
NRC,vrachtwagen,vrachtwagen,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Trouw,modaal,modale,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,66,33056
Trouw,serieus,serieus,"aa(degree=pos,position=prenom)",1,1,66,33056
Algemeen Dagblad,bovenop,bovenop,adv(),1,1,260,101023
Algemeen Dagblad,scherpenzeel,scherpenzeel,nou-p(number=sg),1,1,260,101023
De Volkskrant,kenmerken,gekenmerkt,"vrb(finiteness=part,tense=past)",1,1,63,38193
Het Parool,diep,diepere,"aa(degree=comp,position=prenom,formal=infl-e)",1,1,36,22852
NRC,aanzienlijk,aanzienlijk,"aa(degree=pos,position=prenom)",1,1,76,38378
NRC,meestal,meestal,adv(),1,1,76,38378
Algemeen Dagblad,sanders,sanders,nou-p(part-of-multiword=true),1,1,260,101023
De Volkskrant,zeggenschap,zeggenschap,"nou-c(gender=f|m,number=sg)",1,1,63,38193
De Volkskrant,hustle,hustle,res(type=for),1,1,63,38193
NRC,rachid,rachid,nou-p(number=sg),1,1,76,38378
Algemeen Dagblad,onbescheiden,onbescheiden,"aa(degree=pos,position=adv|pred)",1,1,260,101023
Het Parool,24,24,"num(type=card,position=prenom)",1,1,36,22852
De Volkskrant,onverbiddelijk,onverbiddelijk,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Algemeen Dagblad,kuiken,kuikens,nou-c(number=pl),1,1,260,101023
Trouw,optie,optie,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Trouw,kijken,kijkt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
NRC,mes,mes,"nou-c(gender=n,number=sg)",1,1,76,38378
Algemeen Dagblad,misstaan,misstaan,vrb(finiteness=ger|inf),1,1,260,101023
Trouw,delier,delier,"nou-c(gender=n,number=sg)",1,1,66,33056
Trouw,bieden,bieden,"nou-c(gender=n,number=sg)",1,1,66,33056
NRC,mary,mary,nou-p(part-of-multiword=true),1,1,76,38378
Algemeen Dagblad,4-1-nederlaag,4-1-nederlaag,"nou-c(gender=n,number=sg)",1,1,260,101023
De Volkskrant,subsidie,subsidie,"nou-c(gender=f|m|n,number=sg)",1,1,63,38193
De Volkskrant,voorbereiden,voorbereid,"vrb(finiteness=part,tense=past)",1,1,63,38193
Algemeen Dagblad,nieuwgein,nieuwgein,nou-p(number=sg),1,1,260,101023
NRC,onwerkelijk,onwerkelijk,"aa(degree=pos,position=adv|pred)",1,1,76,38378
Het Parool,roepen,roept,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,36,22852
De Volkskrant,blazen,blaast,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,63,38193
Het Parool,voldoen,voldaan,"vrb(finiteness=part,tense=past)",1,1,36,22852
Algemeen Dagblad,onomkeerbaar,onomkeerbaar,"aa(degree=pos,position=prenom)",1,1,260,101023
De Volkskrant,clownspersonage,clownspersonage,"nou-c(gender=n,number=sg)",1,1,63,38193
Algemeen Dagblad,scoren,scoort,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,260,101023
Algemeen Dagblad,bremerhaven,bremerhaven,nou-p(number=sg),1,1,260,101023
Algemeen Dagblad,fortuin,fortuin,nou-p(part-of-multiword=true),1,1,260,101023
Trouw,vliegbeweging,vliegbewegingen,nou-c(number=pl),1,1,66,33056
Trouw,stormen,stormde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,66,33056
Algemeen Dagblad,fortuin,fortuin,nou-p(number=sg),1,1,260,101023
Trouw,oppakken,opgepakt,"vrb(finiteness=part,tense=past)",1,1,66,33056
Algemeen Dagblad,daaroverheen,daaroverheen,adv(),1,1,260,101023
NRC,onthullen,onthuld,"vrb(finiteness=part,tense=past)",1,1,76,38378
NRC,origineel,originele,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
Het Parool,bejubelen,bejubeld,"vrb(finiteness=part,tense=past)",1,1,36,22852
Algemeen Dagblad,fortuin,fortuin,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Het Parool,wandel,wandel,"nou-c(gender=f|m,number=sg)",1,1,36,22852
De Volkskrant,mislopen,misloopt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,63,38193
Het Parool,estrosi,estrosi,nou-p(number=sg),1,1,36,22852
Het Parool,indirect,indirect,"aa(degree=pos,position=adv|pred)",1,1,36,22852
Het Parool,estrosi,estrosi,nou-p(part-of-multiword=true),1,1,36,22852
Trouw,bezalel,bezalel,nou-p(part-of-multiword=true),1,1,66,33056
NRC,hennadi,hennadi,nou-p(part-of-multiword=true),1,1,76,38378
De Volkskrant,poptempel,poptempel,"nou-c(gender=f|m,number=sg)",1,1,63,38193
NRC,onduidelijkheid,onduidelijkheid,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Trouw,uitdrukking,uitdrukking,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Het Parool,dronk,dronken,nou-c(number=pl),1,1,36,22852
NRC,ontslaan,ontslaat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,38378
NRC,regeleiwit,regeleiwitten,nou-c(number=pl),1,1,76,38378
De Volkskrant,kok,kok,nou-p(part-of-multiword=true),1,1,63,38193
Trouw,ronnie,ronnie,nou-p(part-of-multiword=true),1,1,66,33056
De Volkskrant,trots,trots,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Trouw,kampen,kampten,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,66,33056
Algemeen Dagblad,onderbroek,onderbroek,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,balkfinale,balkfinale,"nou-c(gender=f|m,number=sg)",1,1,260,101023
De Volkskrant,primair,primaire,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
Algemeen Dagblad,wild,wildste,"aa(degree=sup,position=prenom,formal=infl-e)",1,1,260,101023
De Volkskrant,trots,trots,adp(type=pre),1,1,63,38193
De Volkskrant,onrecht,onrechte,"nou-c(number=sg,case=dat)",1,1,63,38193
De Volkskrant,recensie,recensie,"nou-c(gender=f|m,number=sg)",1,1,63,38193
De Volkskrant,intreden,intreden,vrb(finiteness=ger|inf),1,1,63,38193
Algemeen Dagblad,overhead,overhead,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Trouw,smotrich,smotrich,nou-p(part-of-multiword=true),1,1,66,33056
Trouw,kunststof,kunststof,"nou-c(gender=f|m,number=sg)",1,1,66,33056
De Volkskrant,goedmaken,goedmaken,vrb(finiteness=ger|inf),1,1,63,38193
NRC,inschrijven,inschrijven,vrb(finiteness=ger|inf),1,1,76,38378
Trouw,oplossen,oplossen,vrb(finiteness=ger|inf),1,1,66,33056
Trouw,eraan,eraan,adv(),1,1,66,33056
De Volkskrant,achtergebleven,achtergebleven,"aa(position=prenom,degree=pos)",1,1,63,38193
Het Parool,invullen,invullen,vrb(finiteness=ger|inf),1,1,36,22852
Algemeen Dagblad,parkje,parkjes,nou-c(number=pl),1,1,260,101023
NRC,applaudisseren,geapplaudisseerd,"vrb(finiteness=part,tense=past)",1,1,76,38378
Trouw,wacht,wacht,"nou-c(gender=f|m,number=sg)",1,1,66,33056
NRC,feel,feel,res(type=for),1,1,76,38378
Algemeen Dagblad,arjo,arjo,nou-p(part-of-multiword=true),1,1,260,101023
Algemeen Dagblad,vrachtverkeer,vrachtverkeer,"nou-c(gender=n,number=sg)",1,1,260,101023
De Volkskrant,loodzwaar,loodzware,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
NRC,zak,zak,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,standaard,standaard,"aa(degree=pos,position=adv|pred)",1,1,260,101023
De Volkskrant,spijt,spijt,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Trouw,inrichten,ingericht,"vrb(finiteness=part,tense=past)",1,1,66,33056
Algemeen Dagblad,standaard,standaard,"aa(degree=pos,position=prenom)",1,1,260,101023
Trouw,lutheraan,lutheranen,nou-c(number=pl),1,1,66,33056
Het Parool,theoretisch,theoretisch,"aa(degree=pos,position=adv|pred)",1,1,36,22852
De Volkskrant,rationeel,rationele,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
Het Parool,half-nederlands,half-nederlandse,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,36,22852
NRC,ijdel,ijdele,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
Algemeen Dagblad,filmset,filmsets,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,verkennen,verkent,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,260,101023
Algemeen Dagblad,lemontree,lemontree,nou-p(part-of-multiword=true),1,1,260,101023
Algemeen Dagblad,supporter,supporters,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,paleis,paleis,"nou-c(gender=n,number=sg)",1,1,260,101023
NRC,hofland,hofland,nou-p(part-of-multiword=true),1,1,76,38378
NRC,hofland,hofland,nou-p(number=sg),1,1,76,38378
NRC,hooguit,hooguit,adv(),1,1,76,38378
Trouw,8,8,"num(type=card,position=oth|pred)",1,1,66,33056
NRC,korting,kortingen,nou-c(number=pl),1,1,76,38378
Trouw,synode,synode,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,spuiten,spuiten,vrb(finiteness=ger|inf),1,1,260,101023
De Volkskrant,vervangen,vervangt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,63,38193
Het Parool,term,termen,nou-c(number=pl),1,1,36,22852
Algemeen Dagblad,verbazen,verbazen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,260,101023
Het Parool,topcompetitie,topcompetitie,"nou-c(gender=f|m,number=sg)",1,1,36,22852
De Volkskrant,chauffeur,chauffeurs,nou-c(number=pl),1,1,63,38193
De Volkskrant,politiek,politiek,"nou-c(gender=f|m,number=sg)",1,1,63,38193
De Volkskrant,spaardoel,spaardoel,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Algemeen Dagblad,estafette,estafette,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,bol,bol,nou-p(part-of-multiword=true),1,1,260,101023
Algemeen Dagblad,su-35,su-35,nou-p(number=sg),1,1,260,101023
Het Parool,samenwerkingspartner,samenwerkingspartner,"nou-c(gender=f|m,number=sg)",1,1,36,22852
De Volkskrant,luiden,luidde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,63,38193
Algemeen Dagblad,schroeven,schroeft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,260,101023
Het Parool,herbouw,herbouw,"nou-c(gender=f|m,number=sg)",1,1,36,22852
NRC,halen,halen,"nou-c(gender=n,number=sg)",1,1,76,38378
Algemeen Dagblad,harms,harms,nou-p(part-of-multiword=true),1,1,260,101023
NRC,aanbod,aanbod,"nou-c(gender=n,number=sg)",1,1,76,38378
Algemeen Dagblad,purschuimplaat,purschuimplaten,nou-c(number=pl),1,1,260,101023
Trouw,bewegen,bewegen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,66,33056
NRC,luchtverdediging,luchtverdediging,"nou-c(gender=f|m,number=sg)",1,1,76,38378
De Volkskrant,politiek,politiek,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Trouw,asielstatus,asielstatus,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,treurig,treurig,"aa(degree=pos,position=adv|pred)",1,1,260,101023
Algemeen Dagblad,zamelen,zamelden,"vrb(finiteness=fin,mood=ind,tense=past,number=pl)",1,1,260,101023
Algemeen Dagblad,ziel,ziel,nou-p(part-of-multiword=true),1,1,260,101023
Algemeen Dagblad,vitaliteit,vitaliteit,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,telefoontje,telefoontjes,nou-c(number=pl),1,1,260,101023
Het Parool,geliefde,geliefdes,nou-c(number=pl),1,1,36,22852
Het Parool,invullen,invullen,"nou-c(gender=n,number=sg)",1,1,36,22852
Algemeen Dagblad,opvolger,opvolgers,nou-c(number=pl),1,1,260,101023
De Volkskrant,wonderwel,wonderwel,adv(),1,1,63,38193
Algemeen Dagblad,knal,knal,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,pastoraal,pastorale,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Het Parool,ontsporen,ontsporen,vrb(finiteness=ger|inf),1,1,36,22852
NRC,weten,geweten,"vrb(finiteness=part,tense=past)",1,1,76,38378
De Volkskrant,afronden,afronden,vrb(finiteness=ger|inf),1,1,63,38193
Trouw,werkruimte,werkruimte,"nou-c(gender=f|m,number=sg)",1,1,66,33056
De Volkskrant,id3,id3,nou-p(number=sg),1,1,63,38193
De Volkskrant,vlak,vlakken,nou-c(number=pl),1,1,63,38193
De Volkskrant,markeren,gemarkeerd,"vrb(finiteness=part,tense=past)",1,1,63,38193
Trouw,kennen,kende,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,66,33056
NRC,landschap,landschap,"nou-c(gender=n,number=sg)",1,1,76,38378
NRC,begaafd,begaafd,"aa(degree=pos,position=prenom)",1,1,76,38378
Algemeen Dagblad,stopsein,stopsein,"nou-c(gender=n,number=sg)",1,1,260,101023
NRC,vierkwartsmaat,vierkwartsmaat,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,ploffen,ploft,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,260,101023
Algemeen Dagblad,monter,monter,"aa(degree=pos,position=adv|pred)",1,1,260,101023
NRC,pitchen,pitchen,vrb(finiteness=ger|inf),1,1,76,38378
NRC,marriott,marriott,nou-p(number=sg),1,1,76,38378
Algemeen Dagblad,kreunen,kreunen,vrb(finiteness=ger|inf),1,1,260,101023
De Volkskrant,promotie,promoties,nou-c(number=pl),1,1,63,38193
Algemeen Dagblad,ontwikeling,ontwikelingen,nou-c(number=pl),1,1,260,101023
NRC,filosofieboek,filosofieboeken,nou-c(number=pl),1,1,76,38378
Algemeen Dagblad,strijkijzer,strijkijzer,"nou-c(gender=n,number=sg)",1,1,260,101023
Algemeen Dagblad,jac,jac,nou-p(number=sg),1,1,260,101023
Algemeen Dagblad,spd,spd,nou-p(number=sg),1,1,260,101023
Trouw,atlas,atlas,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,pijnstiller,pijnstillers,nou-c(number=pl),1,1,260,101023
Het Parool,delen,deelt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,36,22852
Algemeen Dagblad,geneesmiddel,geneesmiddelen,nou-c(number=pl),1,1,260,101023
De Volkskrant,patriot-systeem,patriot-systemen,nou-c(number=pl),1,1,63,38193
Algemeen Dagblad,reptiel,reptielen,nou-c(number=pl),1,1,260,101023
NRC,salvadori,salvadori,nou-p(part-of-multiword=true),1,1,76,38378
Het Parool,straat,straten,nou-c(number=pl),1,1,36,22852
De Volkskrant,degradatie,degradatie,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Trouw,panty,panty,"nou-c(gender=f|m,number=sg)",1,1,66,33056
Algemeen Dagblad,arrestatieteam,arrestatieteams,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,exporteur,exporteurs,nou-c(number=pl),1,1,260,101023
Trouw,20,20,"num(type=card,position=oth|pred)",1,1,66,33056
Algemeen Dagblad,1943,1943,"num(type=card,position=oth|pred)",1,1,260,101023
Algemeen Dagblad,ritje,ritje,"nou-c(gender=n,number=sg)",1,1,260,101023
NRC,kleurgebruik,kleurgebruik,"nou-c(gender=n,number=sg)",1,1,76,38378
De Volkskrant,duurzaam,duurzaam,"aa(degree=pos,position=prenom)",1,1,63,38193
De Volkskrant,kopen,kopen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,63,38193
Algemeen Dagblad,wilgenwende,wilgenwende,nou-p(number=sg),1,1,260,101023
Trouw,eiland,eiland,"nou-c(gender=n,number=sg)",1,1,66,33056
De Volkskrant,deskundige,deskundigen,nou-c(number=pl),1,1,63,38193
De Volkskrant,midden,midden,"nou-c(gender=n,number=sg)",1,1,63,38193
De Volkskrant,extreem,extreem,"aa(degree=pos,position=adv|pred)",1,1,63,38193
De Volkskrant,ongebruikelijk,ongebruikelijk,"aa(degree=pos,position=adv|pred)",1,1,63,38193
Algemeen Dagblad,voortuin,voortuin,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Het Parool,honderdduizend,honderdduizend,"num(type=card,position=prenom)",1,1,36,22852
NRC,spel,spellen,nou-c(number=pl),1,1,76,38378
Het Parool,voorstel,voorstellen,nou-c(number=pl),1,1,36,22852
NRC,ontvlucht.karim,ontvlucht.karim,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,opvoering,opvoering,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,tegenwoordig,tegenwoordig,"aa(degree=pos,position=adv|pred)",1,1,76,38378
NRC,belangstelling,belangstelling,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,vogelpopulatie,vogelpopulatie,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,thema,thema,"nou-c(gender=n,number=sg)",1,1,76,38378
Algemeen Dagblad,toeleveringsket,toeleveringsketen,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,haken,haakte,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,260,101023
Trouw,voeren,gevoerd,"vrb(finiteness=part,tense=past)",1,1,66,33056
Het Parool,tragisch,tragische,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,36,22852
Het Parool,halen,gehaald,"vrb(finiteness=part,tense=past)",1,1,36,22852
Het Parool,verschijnen,verschijnt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,36,22852
De Volkskrant,netwerkbeheerder,netwerkbeheerders,nou-c(number=pl),1,1,63,38193
Trouw,overeenkomst,overeenkomsten,nou-c(number=pl),1,1,66,33056
Algemeen Dagblad,football-competitie,football-competitie,nou-p(part-of-multiword=true),1,1,260,101023
Trouw,weerspreken,weerspreekt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
Trouw,weigeren,weigert,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,66,33056
Algemeen Dagblad,62.000,62.000,"num(type=card,position=prenom)",1,1,260,101023
Het Parool,eren,eren,vrb(finiteness=ger|inf),1,1,36,22852
Algemeen Dagblad,altena,altena,nou-p(number=sg),1,1,260,101023
Het Parool,grandprixtoernooi,grand-prixtoernooi,"nou-c(gender=n,number=sg)",1,1,36,22852
NRC,metropool,metropool,"nou-c(gender=f|m,number=sg)",1,1,76,38378
Algemeen Dagblad,procedure,procedures,nou-c(number=pl),1,1,260,101023
De Volkskrant,woede,woede,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Het Parool,wakker,wakker,"aa(degree=pos,position=adv|pred)",1,1,36,22852
Algemeen Dagblad,trump,trump,nou-p(part-of-multiword=true),1,1,260,101023
De Volkskrant,oppotgedrag,oppotgedrag,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Algemeen Dagblad,natuurkundig,natuurkundige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Algemeen Dagblad,tuinafscheiding,tuinafscheidingen,nou-c(number=pl),1,1,260,101023
Het Parool,noemen,genoemd,"vrb(finiteness=part,tense=past)",1,1,36,22852
Algemeen Dagblad,muziekstuk,muziekstuk,"nou-c(gender=n,number=sg)",1,1,260,101023
Algemeen Dagblad,badjas,badjassen,nou-c(number=pl),1,1,260,101023
De Volkskrant,fors,forse,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,63,38193
Het Parool,reis,reis,"nou-c(gender=f|m,number=sg)",1,1,36,22852
Algemeen Dagblad,eenmalig,eenmalig,"aa(degree=pos,position=adv|pred)",1,1,260,101023
NRC,levensbelang,levensbelang,"nou-c(gender=n,number=sg)",1,1,76,38378
De Volkskrant,weren,geweerd,"vrb(finiteness=part,tense=past)",1,1,63,38193
Algemeen Dagblad,beheren,beheerde,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,260,101023
Algemeen Dagblad,eenmalig,eenmalig,"aa(degree=pos,position=prenom)",1,1,260,101023
Algemeen Dagblad,fleurop-bloemist,fleurop-bloemist,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,helen,helende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
NRC,kosten,kosten,vrb(finiteness=ger|inf),1,1,76,38378
Trouw,dalen,gedaald,"vrb(finiteness=part,tense=past)",1,1,66,33056
Algemeen Dagblad,denigrerend,denigrerend,"aa(degree=pos,position=adv|pred)",1,1,260,101023
Algemeen Dagblad,schoonfamilie,schoonfamilie,"nou-c(gender=f|m,number=sg)",1,1,260,101023
Algemeen Dagblad,sesam,sesam,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,van,vat,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,38378
Algemeen Dagblad,extreem,extreme,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Trouw,officier,officieren,nou-c(number=pl),1,1,66,33056
Het Parool,farioli's,farioli's,"nou-p(number=sg,case=gen)",1,1,36,22852
NRC,aannemen,aanneemt,"vrb(finiteness=fin,mood=ind,tense=pres,number=sg,person=2|3,formal=infl-t)",1,1,76,38378
De Volkskrant,lopen,lopen,vrb(finiteness=ger|inf),1,1,63,38193
Het Parool,den,den,"pd(type=d-p,subtype=art-def,case=dat)",1,1,36,22852
Algemeen Dagblad,zedendelinquent,zedendelinquenten,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,aanhang,aanhang,"nou-c(gender=f|m,number=sg)",1,1,260,101023
NRC,complexiteit,complexiteit,"nou-c(gender=f|m,number=sg)",1,1,76,38378
NRC,pontiac,pontiac,nou-p(number=sg),1,1,76,38378
Algemeen Dagblad,seintje,seintje,"nou-c(gender=n,number=sg)",1,1,260,101023
Trouw,gezondheidskundig,gezondheidskundige,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,66,33056
Trouw,deepfake,deepfakes,nou-c(number=pl),1,1,66,33056
Trouw,alvast,alvast,adv(),1,1,66,33056
Algemeen Dagblad,meewillen,meewillen,"vrb(finiteness=fin,mood=ind,tense=pres,number=pl)",1,1,260,101023
De Volkskrant,shoukry,shoukry,nou-p(part-of-multiword=true),1,1,63,38193
De Volkskrant,verfijnd,verfijnd,"aa(position=prenom,degree=pos)",1,1,63,38193
Algemeen Dagblad,uitstekend,uitstekende,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,260,101023
Algemeen Dagblad,straatratje,straatratjes,nou-c(number=pl),1,1,260,101023
NRC,westelijk,westelijke,"aa(degree=pos,position=prenom,formal=infl-e)",1,1,76,38378
NRC,2,2,"num(type=card,position=oth|pred)",1,1,76,38378
De Volkskrant,montreal,montreal,nou-p(number=sg),1,1,63,38193
De Volkskrant,aanmelding,aanmelding,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Algemeen Dagblad,mishandeling,mishandelingen,nou-c(number=pl),1,1,260,101023
Algemeen Dagblad,650,650,"num(type=card,position=prenom)",1,1,260,101023
De Volkskrant,eerlijk,eerlijker,"aa(degree=comp,position=adv|pred)",1,1,63,38193
Het Parool,astra,astra,nou-p(number=sg),1,1,36,22852
De Volkskrant,vlucht,vlucht,"nou-c(gender=f|m,number=sg)",1,1,63,38193
Algemeen Dagblad,smulders,smulders,nou-p(part-of-multiword=true),1,1,260,101023
Algemeen Dagblad,verstrijken,verstreek,"vrb(finiteness=fin,mood=ind,tense=past,number=sg)",1,1,260,101023
De Volkskrant,grijpen,gegrepen,"vrb(finiteness=part,tense=past)",1,1,63,38193
De Volkskrant,integriteitsregel,integriteitsregels,nou-c(number=pl),1,1,63,38193
NRC,huwen,huwen,vrb(finiteness=ger|inf),1,1,76,38378
